epoch	loss	acc	val_loss	val_acc
0	14.8823026816	0.17578125	14.5532993538	0.311627906977
1	14.204680721	0.266276041667	13.7467627592	0.358139532111
2	13.3044119477	0.4140625	13.0028382412	0.390697674419
3	12.4852160613	0.504557291667	12.1758382797	0.572093023533
4	11.8138365746	0.583333333333	11.6176016652	0.586046510796
5	11.1893874009	0.643880208333	11.1431781414	0.646511630125
6	10.6461377541	0.681640625	10.5895632189	0.623255810904
7	10.1160313288	0.721354166667	10.1069521172	0.665116280456
8	9.61062264442	0.752604166667	9.65564144933	0.674418606869
9	9.14667564631	0.770833333333	9.19152232769	0.73953488178
10	8.69513483842	0.807291666667	8.74382722101	0.753488371261
11	8.28848258654	0.806640625	8.43163220605	0.730232556199
12	7.8969301184	0.846354166667	8.0965053758	0.730232560357
13	7.53258800507	0.844401041667	7.68712706899	0.753488370152
14	7.18894507488	0.854166666667	7.39732564438	0.753488374311
15	6.84611440698	0.872395833333	7.12550941068	0.758139532943
16	6.53990911444	0.893880208333	6.80643233588	0.753488371261
17	6.22882716854	0.891927083333	6.49914443437	0.781395349114
18	5.93984223406	0.90625	6.22574763852	0.790697671369
19	5.68820741773	0.904296875	5.99555297009	0.786046510796
20	5.47163240115	0.932942708333	5.88605049045	0.790697671369
21	5.41145726045	0.944010416667	5.86921378513	0.79999999695
22	5.37746934096	0.94921875	5.84913231827	0.79534883416
23	5.34109800061	0.955729166667	5.84212029923	0.800000002218
24	5.31502415737	0.955078125	5.81566236185	0.809302327799
25	5.28156398733	0.963541666667	5.80453161861	0.804651165009
26	5.24688316385	0.970052083333	5.7943879061	0.804651165009
27	5.2239407897	0.96484375	5.76288241897	0.795348839427
28	5.19615955154	0.967447916667	5.747342398	0.804651165009
29	5.16507964333	0.97265625	5.74930537246	0.800000002218
30	5.15097851555	0.969401041667	5.73191952373	0.804651165009
31	5.14041620493	0.975260416667	5.73212995973	0.800000002218
32	5.14278311531	0.970703125	5.7359309884	0.795348839427
33	5.13418417176	0.973307291667	5.73331836878	0.800000002218
34	5.13479299347	0.967447916667	5.73053417428	0.804651165009
35	5.13074153662	0.971354166667	5.726767642	0.804651165009
36	5.12747605642	0.973958333333	5.72573564884	0.804651165009
37	5.12805636724	0.97265625	5.7224568744	0.800000002218
38	5.12467995286	0.971354166667	5.72007658981	0.804651165009
39	5.12395844857	0.966796875	5.72226219177	0.800000002218
40	5.12671489517	0.970052083333	5.72253218141	0.795348839427
41	5.11859054367	0.973958333333	5.72215492781	0.795348839427
42	5.12762894233	0.97265625	5.72178585141	0.795348839427
43	5.11861125628	0.973307291667	5.72118684636	0.800000002218
44	5.11599874496	0.973307291667	5.72035349469	0.800000002218
45	5.11574053764	0.974609375	5.72032250027	0.800000002218
46	5.10766793291	0.978515625	5.72025965092	0.800000002218
47	5.10796290636	0.979166666667	5.71994015671	0.800000002218
48	5.1132209301	0.97265625	5.71962346144	0.804651165009
49	5.11992693941	0.966796875	5.71844644325	0.804651165009
